dish_id,dish_name,ingredients,instructions,tips,usage,cooking_time,servings,difficulty,image_url,url
351,Salad Thanh Long Chanh Dây,"Táo đỏ: 1 trái, Bơ: 1 trái, Chanh dây: 1 trái, Bacon: 100g","Thanh long, táo đỏ và bơ cắt miếng vuông cờ, cho vào một tô, để ngăn mát tủ lạnh. Cho bacon vào chảo áp chảo với một ít dầu để bacon giòn và chín vàng 2 mặt sau đó cho ra giấy thấm dầu cắt nhỏ thành miếng vuông. Chanh dây lấy nước và hạt. Pha xốt: Trộn đều 1/2 hộp sữa chua có đường với nước chanh dây nguyên hạt, 1M mật ong và 2M Xốt Mayonnaise Aji-mayo®. Trộn salad: Trộn đều phần xốt đã pha với hỗn hợp thanh long, táo và bơ.","Ngâm táo vào trong nước muối giúp táo không bị thâm., Chọn bơ sáp dẻo, trái dài, chín và vỏ săn., Áp chảo bacon với một ít dầu dầu giúp bacon được giòn và giảm mỡ.","Cho salad ra dĩa, rắc bacon cùng với lá húng lủi lên trên.",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2020/07/salad-thanh-long-chanh-day-880.webp,https://monngonmoingay.com/salad-thanh-long-chanh-day/
352,Gỏi Cuốn Chay Xốt Đậu Phộng,"Dưa leo: 1 trái, Nấm đùi gà: 100g, Đậu phộng rang: 4M, Bún tươi: 200g","Đậu hũ chiên cắt que. Cà rốt cắt que, luộc chín. Dưa leo cắt que. Nấm đùi gà cắt lát. Cà chua băm nhỏ. Đậu phộng rang giã nhuyễn. Phi thơm boaro, xào nấm đùi gà, cà rốt, thêm 2M nước, nêm 1/2m Hạt nêm Aji-ngon® Nấm Hương và Hạt Sen, xào chín nấm đùi gà. Làm ướt bánh tráng, xếp rau xà lách, rau thơm, bún, đậu hũ, dưa leo, cà rốt và nấm đùi gà, cuộn lại kèm lá hẹ. Nấm xốt chấm: Phi thơm hành boaro băm, xào mềm cà chua, nêm 1.5m Hạt nêm Aji-ngon® Nấm Hương và Hạt Sen, 1m đường, 1M Nước tương “Phú Sĩ”, 1/2m Bột ngọt AJI-NO-MOTO®, thêm đậu phộng và 1/2 chén nước, nấu đến khi đậu phộng mềm, xốt sánh mịn thì tắt lửa. Thêm 1m ớt băm.","Có thể xay nhuyễn đậu phộng hoặc dùng bơ đậu phộng khi nấu xốt để tiết kiệm thời gian., Xào cà chua với nước đến khi mềm nhừ để xốt có màu đẹp và thơm ngon hơn.","Xếp gỏi cuốn ra dĩa. Khi ăn chấm kèm xốt đậu phộng., Món ăn ngon đi kèm: Chè bà ba",10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2021/01/goi-cuon-chay-xot-dau-phong-880.webp,https://monngonmoingay.com/goi-cuon-chay-xot-dau-phong/
353,Salad Bơ Gà Nướng,"Cà chua bi: 100g, Dưa leo: 1 trái, Salad Romaine: 200g, Bơ sáp (ruột vàng): 1 trái, Bắp Mỹ hạt: 100g, Lá chanh Thái (lá chúc): 10 lá, Vỏ chanh vàng mài: 1M","Ướp má đùi gà với 1/2m muối, 1/2m Bột ngọt AJI-NO-MOTO®, 1/2m tiêu, 1M nước tỏi, 1/2M đường, 1/2M lá chanh băm nhỏ, 1M nước cốt chanh, để thấm 10 phút. Phết 1M Xốt Mayonnaise Aji-mayo® lên gà đem nướng trong 15-20 phút cho chín vàng để nguội cắt miếng ngang 1cm. Lá chanh băm nhuyễn 1M, phần còn lại cắt sợi. Luộc mềm bắp Mỹ. Các loại rau củ cắt vuông 1cm, salad cắt sợi 1cm, cà chua cắt 4. Ngâm nước đá dưa leo, hành tím. Pha xốt: trộn đều 4M Xốt Mayonnaise Aji-mayo®, 2M mật ong, 1M nước chanh, 1/2M vỏ chanh và 2M tương ớt.","Phết mật ong và Xốt Mayonnaise Aji-mayo® lên da gà đem nướng giúp gà chín vàng thơm mà không bị khô., Khi ăn mới thêm xốt và trộn đều để món ăn ngon hợn., Chờ thit gà nguội mới cắt để giữ nước ngọt trong thịt gà.","Xếp các loại rau xen kẽ, đặt thịt gà nướng lên trên, đặt chén sauce trộn kế bên. Rắc lên gà ít sợi lá chanh thái chỉ và ớt sừng sợi. Topping bằng Xốt Mayonnaise Aji-mayo®., Món ăn ngon đi kèm: Canh mọc bí ngòi",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2021/03/salad-ga-nuong-880.webp,https://monngonmoingay.com/salad-ga-nuong/
354,Gỏi Nha Đam,"Nha đam: 200g, Tôm đất: 100g, Dưa leo: 1 trái","Nha đam bào vỏ, ngâm nước, chần sơ qua nước sôi có chút muối rồi ngâm vào nước đá cho nguội, vớt ra để ráo, cắt sợi. Cà rốt bào vỏ, cắt sợi. Dưa leo bỏ ruột, cắt sợi. Rau húng lủi rửa sạch, cắt nhuyễn. Tôm luộc chín có 1/2m Hạt nêm Aji-ngon® Heo, vớt tôm ra, cho vào tô nước đá, bóc vỏ, chừa đuôi. Pha nước trộn gỏi: trộn đều 2M Giấm gạo lên men của Ajinomoto với 2M đường, 2M nước mắm và 1M ớt băm. Trộn gỏi: cho nha đam, cà rốt, dưa leo, rau húng lủi và tôm vào tô, trộn đều với nước trộn gỏi.","Chần sơ nha đam để loại bỏ nhớt và mùi hăng., Nên trộn gỏi nhẹ tay để nha đam không bị chảy nước.","Cho gỏi nha đam ra dĩa, rắc mè rang và hành phi lên trên., 🍹 Tham khảo thêm: Giải nhiệt mùa hè với nước nha đam đường phèn",0,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0156-goi-nha-dam.png,https://monngonmoingay.com/goi-nha-dam/
355,Bánh Mì Kẹp Thịt Gà,"Dừa xiêm: 1 trái, Dưa leo: 1 trái, Cà chua: 1 trái, Ớt sừng: 1 trái","Thịt gà lạn lấy thịt, giữ lại phần xương, cắt miếng vừa ăn. Ướp với 1m hạt nêm Aji-ngon®, 1/2m ngũ vị hương, 1m nước tương Phú Sĩ. Hành tây cắt hạt lựu. Dưa leo cắt miếng dọc. Cà chua, ớt sừng cắt lát. Đun nóng 2M dầu ăn, cho hành tây vào xào với lửa vừa. Cho thịt gà và phần xương gà vào xào săn. Cho nước dừa xiêm vào, nấu với lửa nhỏ đến khi nước xốt sệt lại, sau đó gấp bỏ phần xương. Cắt đôi ổ bánh mì, quết đều vào mặt trong một lớp xốt Mayonnaise Aji-Mayo®, cho lần lượt dưa leo, xà lách, cà chua, ngò rí, thịt gà và ớt cắt lát. Sau cùng chan nước xốt vào.m hành tây, cho thịt gà vào xào vàng, thêm ít nước dừa xiêm vào xăm xắp mặt thịt, khìa với lửa vừa đến khi nước cạn sệt thì tắt bếp.","Bánh mì truyền thống thường bị khô, thêm nhiều rau cải và nước xốt món bánh mì sẽ ngon và dễ ăn hơn. Tận dụng xương gà để nước khìa được ngọt hơn. Phết xốt Mayonnaise Aji-Mayo® lên bánh mì để bánh mì không bị khô khi ăn.","Cách bánh mì thành miếng nhỏ, ăn kèm với rau xà lách.",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-5105-banh-mi-kep-thit-ga.png,https://monngonmoingay.com/banh-mi-kep-thit-ga/
356,Salad Củ Sen Khoai Tây,"Củ sen: 150g, Khoai tây: 150g, Rau mầm: 50g, Cà rốt: 50g, Trứng cút: 5 quả","Củ sen gọt vỏ, cắt lát mỏng, ngâm trong nước có 1m giấm để không bị đen. Khoai tây gọt vỏ, cắt sợi, ngâm vào nước để không bị đen. Cà rốt, rau mầm rửa sạch, để ráo cắt sợi. Luộc củ sen, cà rốt và khoai tây vừa chín tới, vớt ra ngâm ngay vào nước lạnh rồi để ráo. Trứng cút luộc chín, bóc bỏ vỏ, cắt đôi. Mè rang thơm. Trộn đều 2M xốt Mayonnaise Aji-Mayo® với 2m nước tương “Phú Sĩ”, 1m mè trắng, 1m mè đen và 2m Giấm gạo lên men LISA®. Cho củ sen, khoai tây, cà rốt vào tô, đảo đều. Cho thêm trứng cút và ớt bột Paprika.",Ngâm củ sen trong nước pha ít giấm để củ sen được trắng.,"Xếp rau mầm, củ sen, khoai tây, cà rốt và trứng cút ra dĩa, cho xốt Mayonnaise Aji-Mayo® trộn lên trên, trang trí với ngò rí, rắc thêm ớt bột và mè rang lên, trước khi ăn trộn đều.",15,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-5291-salad-cu-sen-khoai-tay.png,https://monngonmoingay.com/salad-cu-sen-khoai-tay/
357,Salad Ngũ Sắc,"Đậu cô ve Nhật : 100g, Cà chua: 2 quả, Xà lách carol : 50g, Trứng : 1 quả","Đậu cô ve tước bỏ xơ, trụng qua nước sôi, vớt ra ngâm vào nước lạnh, đập dập, cắt khúc xéo. Khoai tây rửa sạch, luộc chín, bóc vỏ, cắt lát dày 0,5cm. Xà lách rửa sạch, cắt khúc 3cm. Cà chua bỏ hạt cắt khoanh. Trứng gà luộc chín, bóc vỏ, cắt lát. Ngò rí rửa sạch, để ráo. Hành tím cắt lát. Làm nước xốt trộn salad: cho 1/2 lượng cá ngừ và 1/2 nước dầu ngâm cá , thêm 1/2M Giấm gạo lên men LISA®, 1/2m muối, 1/2m đường, 1M nước và 2M xốt Mayonnaise Aji-mayo®, cho vào máy xay sinh tố, xay nhuyễn. Trộn salad: cho xà lách, khoai tây, đậu cô ve, trứng và cà chua vào trộn đều với nước xốt.","Nên luộc đậu trước khi cắt để giữ được nhiều vitamin., Nếu không dùng máy xay thì dùng cây đánh trứng để tán nhuyễn xốt.","Xếp salad trộn ra dĩa, cho phần cá ngừ còn lại và trứng cắt lát lên trên, trang trí với ngò rí và hành tím cắt lát.",10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-5262-salad-ngu-sac.png,https://monngonmoingay.com/salad-ngu-sac/
358,Xà Lách Trứng,"Dưa chuột ngâm chua : 20g, Trứng gà luộc : 4 quả, Xà lách dún : 2 lá, Bắp hạt : 3M","Trứng gà chẻ đôi theo chiều dọc, lấy lòng đỏ để riêng. Xà lách cắt nhuyễn. Dưa chuột cắt lát nhỏ. Thịt ba rọi xông khói cắt sợi nhuyễn, chiên vàng, để nguội. Cho lòng đỏ trứng vào tô tán mịn, thêm 2M xốt Mayonnaise Aji-Mayo®, 1/3m muối, 1/3m tiêu, thịt ba rọi xông khói, dưa chuột và bắp hạt trộn đều. Xếp xà lách vào trong trứng, cho nhân lên trên, bắt tương ớt lên trên.","Trộn xốt Mayonnaise Aji-Mayo® với lòng đỏ giúp xốt sánh hơn và tăng vị béo bùi của xốt., Để trứng luộc có lòng đỏ nằm giữa, khi nước luộc vừa ấm lên, ta dùng đũa khuấy đều nồi nước luộc khoảng 2 phút.",Dùng làm món khai vị.,15,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/10/xa-lach-trung-500-min.jpg,https://monngonmoingay.com/xa-lach-trung-2/
359,Miến Trộn Kiểu Thái,"Miến luộc: 300g, Thịt xay: 100g, Cần tàu: 50g, Cà chua bi: 7 quả, Ớt hiểm: 5 quả","Hành tím cắt lát, ngâm nước lạnh. Ớt hiểm cắt nhỏ. Tỏi bóc vỏ, cắt mỏng 2cm. Ngò rí và húng lũi cắt nhỏ. Pha nước trộn: giã giập nhẹ ớt và 1/2 lượng tỏi, thêm 1M đường, 2m Aji-Quick® Gia vị nêm sẵn Lẩu Thái, 1M nước, 1/2M nước mắm, 1M nước cốt chanh. Cho tôm khô lên chảo, rang sơ, không cho dầu, sau đó trút ra để riêng. Phi thơm phần tỏi còn lại, cho thịt và tôm vào xào chín, nêm 2m Aji-Quick® Gia vị nêm sẵn Lẩu Thái, tắt lửa, cho miến vào đảo đều, để nguội. Trộn miến, tôm thịt, rau cần tàu, hành tím, cà chua với nước trộn, nếm vị chua nhẹ vừa ăn, thêm húng lủi, ngò rí cắt nhỏ trộn đều.","Rang tôm khô giã không cần dầu để tôm khô thơm và tơi., Giã giập tỏi ớt để nước trộn thơm và khi ăn vẫn còn cảm nhận được nguyên liệu.","Cho gỏi ra dĩa, rắc tôm khô và đậu phộng trên mặt.",15,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2017/10/mien-tron-kieu-thai-500.jpg,https://monngonmoingay.com/mien-tron-kieu-thai/
360,Salad Rong Nho Xốt Cam,"Tôm sú: 100g, Trứng cá hồi: 15g, Rong nho: 50g, Xà lách (carol, romanie, Mỹ): 200g, Rau mầm tím: 30g, Dưa leo: 20g, Củ cải đỏ: 10g, Cam Mỹ: 1 trái","Tôm bóc vỏ, chẻ lưng, ướp với ít muối, tiêu, ớt bột. Dưa leo, củ cải đỏ bào mỏng. Cam bào vỏ, múi cam tách để riêng. Cho Tôm vào áp chảo với một ít dầu ăn đến khi chín, sau đó cho bơ vào đảo đều. Xếp các loại xà lách, rau mầm, dưa leo, củ cải đỏ, múi cam, rong nho ra dĩa. Để tủ mát. Xay nhuyễn hỗn hợp 4M Xốt Mayonnaise Aji-mayo®, 2M sữa tươi, 1/2m đường, 2M múi cam, 1/3m vỏ cam, 1/3m ngò tây và ít muối tiêu. Bảo quản tủ mát.","Cho bơ vào sau cùng khi áp chảo tôm với bơ giúp tôm thơm ngon hơn., Vỏ cam mài rất thích hợp pha xốt, không bị nhẫn lại rất thơm., Cho rong nho vào sau cùng sau khi trộn salad để rong nho không bị dập.","Rưới sốt lên dĩa xà lách, thêm tôm và trứng cá lên trên. Trộn đều trước khi ăn.",10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2020/10/salad-rong-nho-xot-cam-880.webp,https://monngonmoingay.com/salad-rong-nho-xot-cam/
361,Mì Trộn Xốt Mayonnaise,"Thịt nạc đầu vai: 200g, Cọng Cải ngồng: 150g, Hành tỏi băm: 2M, Hành bắc phi: 1M, Ớt sừng: 1 trái, Bông hẹ: 50g","Thịt cắt lát mỏng, ướp 2/3m hạt nêm Aji-ngon® heo, 1M xốt Mayonnaise Aji-mayo® vị nguyên bản, 1/2M hành tỏi băm, 1/2m tiêu, để thấm. Cà rốt cắt sợi. Hành tây cắt múi cau. Cọng cải ngồng cắt khúc 5cm, bông hẹ cắt khúc 5cm. Hành lá, ngò rí cắt khúc ngắn. Ớt cắt sợi, một ít băm nhỏ. Mì trứng trụng sẵn, xả lạnh, để ráo. Phi thơm 1/2M hành tỏi băm, cho thịt vào xào săn, trút ra dĩa. Tiếp tục phi 1M hành tỏi băm, xào cà rốt, cọng cải ngồng, bông hẹ, nêm 1/2m hạt nêm Aji-ngon®, 1/2M nước tương phú sĩ, cho lá cải ngồng, hành tây, mì và thịt vào đảo đều, xào chín, tắt bếp, thêm hành ngò. Thêm 2M xốt Mayonnaise Aji-mayo® vị nguyên bản, topping hành phi lên trên.","Thịt đầu vai khi xào thịt sẽ ngon hơn, không bị khô và có độ giòn., Sau khi tắt lửa, thêm xốt Mayonnaise Aji-mayo® vào trộn đều sẽ giúp món mì xào thơm ngon và bóng hơn., Trụng mì trứng và xả qua nước lạnh để giảm mùi hăng của nước tro có trong mì trứng.","Cho mì xào ra dĩa, rắc thêm tiêu, dùng kèm nước tương Phú Sĩ, tương ớt tùy khẩu vị., Món ăn ngon đi kèm: Trà sữa hoa đậu biếc",35,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2022/06/mi-tron-xot-mayonaise-880.jpg,https://monngonmoingay.com/mi-tron-xot-mayonnaise/
362,Mỳ Ý Xốt Kem,"Mỳ ý sợi tròn luộc: 400g, Ba rọi xông khói: 50g, Tôm sú: 50g, Kem tươi: 100ml, Nấm rơm: 50g, Ngò tây băm nhuyễn: 1M, Tỏi băm: 1M","Ba rọi xông khói cắt sợi. Tôm bóc vỏ, chẻ lưng. Nấm rơm cắt lát mỏng. Xào xốt: Cho 2M dầu olive vào chảo, cho thịt ba rọi xông khói, nấm rơm, tôm vào xào săn, sau đó cho tỏi, 2M rượu vang trắng, kem tươi vào, nêm 1/2m tiêu, 1/2m muối, 1/2m hạt nêm Aji-ngon®. Tắt lửa, cho 2M xốt Mayonnaise Aji-Mayo® và mì Ý vào trộn đều.","Tắt lửa rồi cho xốt Mayonnaise Aji-Mayo® để tạo sự sánh sệt cho sốt., Cho rượu vang trắng để cân bằng vị béo của món ăn, tạo mùi thơm.","Cho mì ra dĩa, rắc ngò tây lên. Dùng nóng.",35,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/12/MiYXotKem_540-e1451032943296.jpg,https://monngonmoingay.com/my-y-xot-kem/
363,Salad Trái Thơm Mayo,"Thơm: 1 trái, Thịt bò: 150g, Cà chua bi: 50g, Dưa leo trái nhỏ: 50g, Xà lách lá giòn (ice berg): 50g, Xà lách Romaine: 30g, Xà lách tím: 30g, Hành tây: 30g","Thơm cắt lát mỏng, áp chảo vàng thơm, chừa lại 1 ít thơm để băm nhỏ khoảng 1M. Thịt bò cắt lát mỏng, ướp thịt bò với 1m tỏi băm, 1m Nước tương “Phú Sĩ”, tiêu & dầu ăn, để thấm. Cà chua cắt đôi. Dưa leo cắt lát mỏng. Hành tây cắt múi cau. Các loại xà lách cắt khúc vừa ăn. Làm nóng dầu ăn, xào thơm thịt bò với tỏi và hành tây. Pha xốt trộn: Trộn đều 2M Xốt Mayonnaise Aji-mayo®, 1/2M tương ớt, 1/2M tương cà và 1M thơm băm.","Thơm áp chảo nhanh và khi chảo đủ nóng sẽ giúp thơm ngon và có mùi vị đặc trưng., Đây là dạng warm (ấm) của salad., Ướp thêm dầu ăn để thịt bò bóng bẩy và không bị khô.","Xếp salad ra dĩa, cho thơm áp chảo và thịt bò lên trên, rưới xốt lên trên cùng., Món ăn ngon đi kèm: Cá hồi áp chảo xốt tiêu",10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2021/08/salad-trai-thom-mayo-880.jpg,https://monngonmoingay.com/salad-trai-thom-mayo/
364,Salad Bắp Tôm,"Bắp Mỹ: 1 trái, Tôm sú bóc vỏ bỏ đuôi: 150g, Dưa leo: 1 trái, Cần tây: 50g, Cà chua: 1 trái, Nước chanh: 2M, Mù tạt hạt: 1M","Bắp Mỹ tách hạt luộc chín. Tôm sú bóc vỏ bỏ đuôi lấy chỉ lưng. Cà chua, dưa leo bỏ hạt. Hành tây, cần tây thái hạt lựu tương đồng với hạt bắp. Sau đó ngâm hành tây vào nước đá lạnh để bớt hăng. Áp chảo tôm: Ướp tôm với1/4m muối và 1/4m tiêu, 1M nước cốt chanh.; Cho 1M dầu ô liu vào chảo, áp chảo tôm cho tôm chín vàng 2 mặt, lấy tôm ra để nguội thái hạt lựu. Pha sốt: Cho 2M dầu ô liu cùng 1/4m muối cùng 1,5M nước cốt chanh và 2M mật ong, 1/2M mù tạt hạt sau đó đánh tan đều. Trộn salad: Cho tất cả nguyên liệu vào tô cùng với ngò và húng lủi cùng với lượng sốt đã pha trộn đều.","Ướp nước chanh với tôm giúp tăng thêm mùi thơm và vị hài hòa với món salad., Cắt nguyên liệu đều với bắp giúp món ăn được đẹp mắt và dễ thưởng thức hơn., Thêm bánh tráng mè vào trong món salad giúp tạo vị mới lạ cho món ăn.","Bẻ nhỏ bánh tráng mè đen cho lên trên topping, thêm Xốt Mayonnaise Aji-mayo® lên sau cùng rồi trình bày ra đĩa., Món ăn ngon đi kèm: Hoành thánh bắp chiên",10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2021/07/salad-bap-tom-880.webp,https://monngonmoingay.com/salad-bap-tom-2/
365,Rong Biển Trộn Nấm Tuyết,"Rong biển khô wakame: 10g, Nấm tuyết khô: 15g, Tôm đất tươi: 200g, Ớt hiểm: 2 trái","Rong biển ngâm nước khoảng 5 phút cho nở, xả sạch, để ráo. Nấm tuyết ngâm nở, cắt bỏ chân, chần sơ rồi cắt nhỏ, để ráo. Rau húng lủi rửa sạch, cắt nhỏ. Ớt hiểm băm nhỏ. Mè trắng rang thơm. Tôm cho vào nồi có 3M rượu trắng, nấu chín, bóc vỏ, chẻ đôi. Thanh cá giả cắt lát mỏng. Pha nước mắm trộn gỏi: trộn đều 3M Giấm gạo lên men LISA®, 2,5M đường, 2M nước mắm, 1/5m muối, 1m tỏi băm, 1m ớt băm. Trộn gỏi: cho rong biển, nấm tuyết, tôm, thanh cá, rau húng lủi vào tô, trộn đều với nước trộn gỏi.","Rong biển trộn với nước trộn gỏi có giấm sẽ đỡ mùi tanh., Luộc tôm với rượu trắng để thịt tôm thơm và săn chắc hơn.","Cho gỏi rong biển ra dĩa, rắc thêm mè rang và hành phi lên trên.",10,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0140_1-rong-bien-tron-nam-tuyet.png,https://monngonmoingay.com/rong-bien-tron-nam-tuyet/
366,Gỏi Nấm Bào Ngư,"Sườn chay : 10g, Nấm bào ngư nhỏ : 200g, Dưa leo : 1 trái, Cà rốt cắt sợi : 20g, Củ hũ dừa cắt cọng, ngâm giấm, đường : 100g, Đậu phộng rang sẵn : 5g, Poa-rô phi : 1M, Hành poa-rô băm : 2m, Sả băm : 2m, Tắc : 3 trái","Sườn chay ngâm nở, xé sợi, vắt khô, ướp 1/2m hạt nêm Aji-ngon® từ Nấm Hương và Hạt Sen, chiên vàng giòn. Nấm bào ngư để nguyên, không cắt gốc, ngâm nước muối loãng, chần sơ qua nước sôi, vắt ráo. Hành tây cắt mỏng, ngâm nước đá. Dưa leo cắt lát xéo. Ướp củ hũ dừa, dưa leo, cà rốt với nước cốt 1 trái tắc, 1M đường và 1/5m muối. Phi thơm sả và poa-rô băm, thêm 1m bột cà ri vào xào, cho tiếp nấm bào ngư, nêm 1m hạt nêm Aji-ngon® từ Nấm Hương và Hạt Sen, thêm 1m bột cà ry, 1/2m đường và 1/3m bột ngọt AJI-NO-MOTO®, đảo đều rồi tắt lửa. Pha hỗn hợp trộn gỏi: khuấy đều 2M nước mắm, 3M đường, 3 trái tắc, 1/3m bột ngọt AJI-NO-MOTO® và 1/2m ớt băm, đun sôi cho keo, để nguội. Đun nóng dầu, cho sườn chay vào chiên vàng giòn, vớt ra. Khi ăn, trộn 1/2 lượng sườn chay, dưa leo, cà rốt, hành tây, rau răm, cần tàu, củ hũ dừa, nấm bào ngư với nước trộn gỏi, rắc đậu phộng, poa-rô phi và 1/2 lượng sườn chay còn lại lên trên.","Sườn chay vắt ráo, xé sợi khi chiên sẽ giòn hơn., Ướp bột cà ry vào nấm tạo màu đẹp và hương vị độc đáo., Dùng tắc thay cho chanh giúp món gỏi có hương vị mới lạ.",Món này ăn kèm với bánh phồng chay.,30,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/8_CQC1495_GoiNamBaoNgu.png,https://monngonmoingay.com/goi-nam-bao-ngu/
367,Cải Thảo Gói Tôm Thịt,"Nạc dăm băm nhuyễn: 150g, Tôm sú bóc vỏ: 150g, Củ năng băm nhỏ: 50g, Cà chua băm nhỏ: 1 trái","Tôm băm nhỏ. Trộn thịt, tôm với 1/2M muối, 1m đầu hành băm, 1M đường, 1M Bột ngọt AJI-NO-MOTO®, 1M dầu mè, 1/2M tiêu, dùng tay nắm phần nhân đập mạnh xuống thau cho thịt dai. Cải thảo chần sơ, vớt ra để ráo. Hành lá cắt nhỏ, đầu hành lá băm nhỏ. Pha 1M bột năng với 1 ít nước. Cho củ năng, hành lá trộn vào nhân, thêm 1.5M bột năng, 2M tỏi phi, nhồi đều, chia thành nhiều viên nhỏ, dùng lá cải thảo gói lại. Xếp cải thảo gói tôm thịt vào xửng hấp chín khoảng 15 phút. Xốt chấm: cho 1M dầu, phi thơm hành tây, xào cà chua cho cạn nước, thêm 2M xốt cà, 4M nước, 1M dầu mè, 1/3M muối, 1/2M bột ngọt AJI-NO-MOTO®, 1/2m đường, cuối cùng cho 1M nước bột năng, thêm gia vị vừa ăn. Tắt lửa.","Chần nhanh cải thảo, nhúng vào nước có đá giúp cải tươi và không bị nhũn., Dùng tỏi phi giúp nhân thơm ngon hơn và không bị nồng.",Xếp cải thảo ra dĩa. Khi dùng chấm kèm xốt pha.,25,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0285-cai-thao-goi-tom-thit.png,https://monngonmoingay.com/cai-thao-goi-tom-thit/
368,Gỏi Củ Sen,"Củ sen: 300g, Thịt ba chỉ: 100g, Tôm sú: 200g","Củ sen bào vỏ, cắt lát mỏng, ngâm qua nước đá có pha ít Giấm gạo lên men LISA, để ráo. Cà rốt cắt lát mỏng rồi cắt sợi. Cần tây cắt khúc dài 5cm rồi cắt sợi. Hành tây cắt lát mỏng. Rau răm, rau húng lũi cắt nhỏ. Ớt cắt sợi. Bánh phồng tôm chiên vàng. Luộc chín thịt với nước có 2 – 3 củ hành tím, 1/2m muối, 1/2m Bột ngọt AJI-NO-MOTO®, vớt ra ngâm vào nước lạnh, cắt lát mỏng. Tôm luộc chín trong nước thịt, bóc vỏ, chẻ đôi. Pha nước trộn gỏi: Trộn đều 2M Giấm gạo lên men LISA với 1/2M nước mắm, 4M đường, 2/3m muối, 1/2m Bột ngọt AJI-NO-MOTO®,và tỏi băm, ớt băm. Pha nước mắm chua ngọt: Trộn đều 1M đường, 1M nước mắm, 1m Giấm gạo lên men LISA, tỏi và ớt băm. Trộn tôm, thịt với nước trộn gỏi, để thấm. Cho củ sen, hành tây, cà rốt, cần tây, ớt và tôm thịt vào tô, trộn đều với nước trộn gỏi.","Làm món gỏi củ sen nên chọn củ sen non để có màu trắng., Nên ướp nước trộn vào tôm và thịt trước 5 phút cho thấm., Nước trộn gỏi dùng ít nước mắm để rau không bị mất màu.","Xếp gỏi củ sen ra dĩa, rắc mè rang và hành phi lên trên, ăn kèm bánh phồng tôm.",25,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2015/08/AGF-1513-goi-cu-sen1.png,https://monngonmoingay.com/goi-cu-sen/
369,Gỏi Bò Rau Càng Cua,"Thịt cổ bò: 300g, Rau càng cua: 200g, Cà chua bi: 100g, Ớt sừng cắt sợi: 1 trái","Ướp thịt bò với 1/2m tiêu, 1m hạt nêm Aji-Ngon®, 1/2M nước tương “Phú Sĩ”, 1M nước hành tỏi. Dùng chỉ quấn đều xung quanh thịt thành cuộn tròn. Rau càng cua nhặt khúc vừa ăn. Hành tây tím cắt mỏng, ướp đá. Cà chua bi cắt dọc làm đôi. Cho một ít dầu vào chảo, chiên sem sém mặt ngoài khoanh thịt bò, gói thịt vào trong giấy bạc cùng ít cọng cần tàu đập dập rùi đút lò trong 15p. Khi thịt bò vừa chín, lấy ra để nguội, cắt bỏ chỉ và cắt thành lát mỏng. Pha xốt trộn gỏi: 1/2m muối, 2m tỏi ớt băm, 2M đường, 2M tương ớt, 3M giấm gạo lên men của Ajinomoto. Trộn gỏi: Trộn rau càng cua, thịt bò, cà chua bi, ớt sợi, hành tây với nước trộn.",Quấn cuộn bò đường kính vừa để khi đút lò thịt vừa chín bên ngoài và chín tái bên trong,"Trình bày ra dĩa, rắc thêm mè trắng, hành tím phi, húng lủi.",20,4,Dễ,https://monngonmoingay.com/wp-content/uploads/2016/08/268-GoiBoRauCangCua-540-360.jpg,https://monngonmoingay.com/goi-bo-rau-cang-cua/
